cveid,year,hash,desc,link,publishedDate
526,2016,0dbd5a8797ed4bd18e8b883988fb62177eb0f73f,"Unspecified vulnerability in Oracle MySQL 5.5.46 and earlier, 5.6.27 and earlier, and 5.7.9 and MariaDB before 5.5.47, 10.0.x before 10.0.23, and 10.1.x before 10.1.10 allows local users to affect confidentiality, integrity, and availability via unknown vectors related to Client.  NOTE: the previous information is from the January 2016 CPU. Oracle has not commented on third-party claims that these are multiple buffer overflows in the mysqlshow tool that allow remote database servers to have unspecified impact via a long table or database name.",http://github.com/mysql/mysql-server/commit/0dbd5a8797ed4bd18e8b883988fb62177eb0f73f,2016-01-21T03:01Z
700,2016,b9e7f061788c3b86a0c67d2d4158f067ec5eb625,Cross-site request forgery (CSRF) vulnerability in pcsd web UI in pcs before 0.9.149.,http://github.com/ClusterLabs/pcs/commit/b9e7f061788c3b86a0c67d2d4158f067ec5eb625,2017-04-21T15:59Z
701,2016,acdbbe8307e6f4a36b2c7754765e732e43fe8d17,Session fixation vulnerability in pcsd in pcs before 0.9.157.,http://github.com/ClusterLabs/pcs/commit/acdbbe8307e6f4a36b2c7754765e732e43fe8d17,2017-04-21T15:59Z
701,2016,bc6ad9086857559db57f4e3e6de66762291c0774,Session fixation vulnerability in pcsd in pcs before 0.9.157.,http://github.com/ClusterLabs/pcs/commit/bc6ad9086857559db57f4e3e6de66762291c0774,2017-04-21T15:59Z
701,2016,e9b28833d54a47ec441f6dbad0db96e1fc662a5b,Session fixation vulnerability in pcsd in pcs before 0.9.157.,http://github.com/ClusterLabs/pcs/commit/e9b28833d54a47ec441f6dbad0db96e1fc662a5b,2017-04-21T15:59Z
703,2016,5c17c861a357e9458001f021a7afa7aab9937439,Race condition in the tty_ioctl function in drivers/tty/tty_io.c in the Linux kernel through 4.4.1 allows local users to obtain sensitive information from kernel memory or cause a denial of service (use-after-free and system crash) by making a TIOCGETD ioctl call during processing of a TIOCSETD ioctl call.,http://github.com/torvalds/linux/commit/5c17c861a357e9458001f021a7afa7aab9937439,2016-02-08T03:59Z
708,2016,23567fd052a9abb6d67fe8e7a9ccdd9800a540f2,"The join_session_keyring function in security/keys/process_keys.c in the Linux kernel before 4.4.1 mishandles object references in a certain error case, which allows local users to gain privileges or cause a denial of service (integer overflow and use-after-free) via crafted keyctl commands.",http://github.com/torvalds/linux/commit/23567fd052a9abb6d67fe8e7a9ccdd9800a540f2,2016-02-08T03:59Z
720,2016,6dcbf5bd96b717c58d7b642949da8d323099928e,Buffer overflow in the ImagingLibTiffDecode function in libImaging/TiffDecode.c in Pillow before 3.1.1 allows remote attackers to overwrite memory via a crafted TIFF file.,http://github.com/python-pillow/Pillow/commit/6dcbf5bd96b717c58d7b642949da8d323099928e,2016-04-13T16:59Z
734,2016,23c8a812dc3c621009e4f0e5342aa4e2ede1ceaa,Integer overflow in lib/asn1_decoder.c in the Linux kernel before 4.6 allows local users to gain privileges via crafted ASN.1 data.,http://github.com/torvalds/linux/commit/23c8a812dc3c621009e4f0e5342aa4e2ede1ceaa,2016-06-27T10:59Z
751,2016,893a40850c2d5da41537958e40569c029a6e127b,Buffer overflow in the ImagingFliDecode function in libImaging/FliDecode.c in Pillow before 3.1.1 allows remote attackers to cause a denial of service (crash) via a crafted FLI file.,http://github.com/python-pillow/Pillow/commit/893a40850c2d5da41537958e40569c029a6e127b,2016-04-13T16:59Z
