cveid,year,hash,desc,link,publishedDate
26,2017,402f3d967c0a905ec5b9ca9c240783d3f2c15724,"A remote code execution vulnerability exists when Microsoft scripting engine improperly accesses objects in memory. The vulnerability could corrupt memory in a way that enables an attacker to execute arbitrary code in the context of the current user. An attacker who successfully exploited the vulnerability could gain the same user rights as the current user, aka ""Scripting Engine Memory Corruption Vulnerability.""",http://github.com/Microsoft/ChakraCore/commit/402f3d967c0a905ec5b9ca9c240783d3f2c15724,2017-07-17T13:18Z
142,2017,9da019424601325a6e95e6be0fa03d7d21d0b517,"A remote code execution vulnerability exists in the way affected Microsoft scripting engine render when handling objects in memory in Microsoft browsers. The vulnerability could corrupt memory in such a way that an attacker could execute arbitrary code in the context of the current user. An attacker who successfully exploited the vulnerability could gain the same user rights as the current user, aka ""Scripting Engine Memory Corruption Vulnerability.""",http://github.com/Microsoft/ChakraCore/commit/9da019424601325a6e95e6be0fa03d7d21d0b517,2017-07-17T13:18Z
181,2017,065b7978c40ded35c356ced6cd922a40156c9c46,"An information disclosure vulnerability in Microsoft scripting engine allows remote attackers to obtain sensitive information from process memory via a crafted web site, aka ""Microsoft Browser Information Disclosure Vulnerability.""",http://github.com/Microsoft/ChakraCore/commit/065b7978c40ded35c356ced6cd922a40156c9c46,2017-07-17T13:18Z
348,2017,79b59a2dfcb68897ee89d98587d09e55f07e68d7,The hidden-service feature in Tor before 0.3.0.8 allows a denial of service (assertion failure and daemon exit) in the relay_send_end_cell_from_edge_ function via a malformed BEGIN cell.,http://github.com/torproject/tor/commit/79b59a2dfcb68897ee89d98587d09e55f07e68d7,2017-06-09T17:29Z
349,2017,56a7c5bc15e0447203a491c1ee37de9939ad1dcd,The hidden-service feature in Tor before 0.3.0.8 allows a denial of service (assertion failure and daemon exit) in the connection_edge_process_relay_cell function via a BEGIN_DIR cell on a rendezvous circuit.,http://github.com/torproject/tor/commit/56a7c5bc15e0447203a491c1ee37de9939ad1dcd,2017-06-09T17:29Z
350,2017,665baf5ed5c6186d973c46cdea165c0548027350,"Tor 0.3.x before 0.3.0.9 has a guard-selection algorithm that only considers the exit relay (not the exit relay's family), which might allow remote attackers to defeat intended anonymity properties by leveraging the existence of large families.",http://github.com/torproject/tor/commit/665baf5ed5c6186d973c46cdea165c0548027350,2017-07-02T15:29Z
353,2017,09ea89764a4d3a907808ed7d4fe42abfe64bd486,"The rend_service_intro_established function in or/rendservice.c in Tor before 0.2.8.15, 0.2.9.x before 0.2.9.12, 0.3.0.x before 0.3.0.11, 0.3.1.x before 0.3.1.7, and 0.3.2.x before 0.3.2.1-alpha, when SafeLogging is disabled, allows attackers to obtain sensitive information by leveraging access to the log files of a hidden service, because uninitialized stack data is included in an error message about construction of an introduction point circuit.",http://github.com/torproject/tor/commit/09ea89764a4d3a907808ed7d4fe42abfe64bd486,2017-09-18T16:29Z
543,2017,0dd1a733e60cf5239c0a185d4219ba2ef1118a8b,"An elevation of privilege vulnerability in the Qualcomm crypto engine driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10, Kernel-3.18. Android ID: A-33544431. References: QC-CR#1103089.",http://github.com/derrekr/android_security/commit/0dd1a733e60cf5239c0a185d4219ba2ef1118a8b,2017-04-07T22:59Z
828,2017,7ecda1ac8e26d8fb3725e954b2dc4723dda2255f,An error in the implementation of an autosubscribe feature in the check_stream_exists route of the Zulip group chat application server before 1.4.3 allowed an authenticated user to subscribe to a private stream that should have required an invitation from an existing member to join. The issue affects all previously released versions of the Zulip server.,http://github.com/zulip/zulip/commit/7ecda1ac8e26d8fb3725e954b2dc4723dda2255f,2017-03-28T02:59Z
843,2017,1f48fa27672170bba3b9a97384905bb04c18761b,Zulip Server 1.5.1 and below suffer from an error in the implementation of the invite_by_admins_only setting in the Zulip group chat application server that allowed an authenticated user to invite other users to join a Zulip organization even if the organization was configured to prevent this.,http://github.com/zulip/zulip/commit/1f48fa27672170bba3b9a97384905bb04c18761b,2017-06-02T17:29Z
846,2017,1bcbc7fe637b03145401ec9c094066285934a7f1,RubyGems version 2.6.12 and earlier is vulnerable to maliciously crafted gem specifications that include terminal escape characters. Printing the gem specification would execute terminal escape sequences.,http://github.com/rubygems/rubygems/commit/1bcbc7fe637b03145401ec9c094066285934a7f1,2017-08-31T20:29Z
846,2017,ef0aa611effb5f54d40c7fba6e8235eb43c5a491,RubyGems version 2.6.12 and earlier is vulnerable to maliciously crafted gem specifications that include terminal escape characters. Printing the gem specification would execute terminal escape sequences.,http://github.com/rubygems/rubygems/commit/ef0aa611effb5f54d40c7fba6e8235eb43c5a491,2017-08-31T20:29Z
